Date,Product Name & Brand,Past Week Sales,Weather Pattern,Event,Event_Impact_Level,Promotions (Discount),Competitor Action (Discount),Advertising,Economic Indicator,Store Location,Sales in Week (Target)
08-01-2023,Garam Masala,2199,Windy,Raksha Bandhan,2,0,0,High,4,Amravati,2237
08-01-2023,Toor Dal,1407,Rainy,Raksha Bandhan,2,5,10,Medium,3,Kota,1419
08-01-2023,Chana Dal,1399,Sunny,Raksha Bandhan,2,15,20,Low,4,Hyderabad,1590
08-01-2023,Urad Dal,2982,Rainy,Raksha Bandhan,2,15,5,Medium,5,Karimnagar,3192
08-01-2023,Moong Dal,1569,Sunny,Raksha Bandhan,2,5,20,Medium,4,Vijayawada,1604
08-01-2023,Jaggery,1263,Windy,Raksha Bandhan,2,5,10,Low,3,Amravati,1315
08-01-2023,Ghee,1991,Windy,Raksha Bandhan,2,20,15,Medium,3,Karimnagar,2231
08-01-2023,Paneer,2693,Rainy,Raksha Bandhan,2,15,20,Medium,4,Meerut,2889
08-01-2023,Coconut Oil,2369,Windy,Raksha Bandhan,2,10,15,Medium,5,Amravati,2510
08-01-2023,Mustard Oil,1512,Windy,Raksha Bandhan,2,20,0,Medium,4,Jalandhar,1745
08-01-2023,Aam Papad,1703,Sunny,Raksha Bandhan,2,20,20,Low,3,Rajahmundry,1993
08-01-2023,Mango Pickle,1996,Cloudy,Raksha Bandhan,2,20,10,Medium,5,Zirakpur,2231
08-01-2023,Papad,1957,Windy,Raksha Bandhan,2,20,0,Medium,4,Lucknow,2353
08-01-2023,Idli Rice,2635,Windy,Raksha Bandhan,2,5,5,Low,5,Karimnagar,2692
08-01-2023,Sambar Powder,2123,Rainy,Raksha Bandhan,2,5,5,Medium,3,Zirakpur,2181
08-01-2023,Aloo Bhujia,2631,Rainy,Raksha Bandhan,2,5,5,High,4,Visakhapatnam ,2656
08-01-2023,Kaju Katli,1851,Sunny,Raksha Bandhan,2,15,5,Low,5,Zirakpur,2127
08-01-2023,Besan,1956,Cloudy,Raksha Bandhan,2,10,15,Low,3,Karimnagar,2159
08-01-2023,Aata (Wheat Flour),2191,Sunny,Raksha Bandhan,2,15,10,Low,3,Kurnool,2364
08-01-2023,Mango Juice,2921,Windy,Raksha Bandhan,2,20,20,High,4,Kurnool,3055
08-01-2023,Lemon Pickle,2021,Cloudy,Raksha Bandhan,2,20,5,Medium,4,Amravati,2357
08-01-2023,Coconut Chutney,2516,Sunny,Raksha Bandhan,2,15,5,Low,4,Vijayawada,2715
08-01-2023,Rasgulla,2892,Sunny,Raksha Bandhan,2,20,20,Low,4,Bhopal,3143
08-01-2023,Gulab Jamun Mix,1095,Sunny,Raksha Bandhan,2,10,15,Medium,3,Bangalore,1271
08-01-2023,Lassi,1866,Windy,Raksha Bandhan,2,0,20,High,3,Zirakpur,1870
08-01-2023,Bhel Puri Mix,1698,Sunny,Raksha Bandhan,2,15,0,Medium,3,Amravati,1866
08-01-2023,Pav Bhaji Masala,1075,Windy,Raksha Bandhan,2,15,20,Low,5,Amravati,1133
08-01-2023,Chole Masala,1143,Windy,Raksha Bandhan,2,15,10,Medium,5,Hyderabad,1359
08-01-2023,Tamarind Paste,2507,Rainy,Raksha Bandhan,2,15,0,High,3,Zirakpur,2709
08-01-2023,Ready-to-eat Curry Packs,1934,Sunny,Raksha Bandhan,2,20,20,Medium,4,Rajahmundry,2175
08-01-2023,Parle-G Biscuits,1750,Rainy,Raksha Bandhan,2,20,10,High,4,Zirakpur,1975
08-01-2023,Thums Up,2253,Cloudy,Raksha Bandhan,2,5,15,Low,3,Jalandhar,2234
08-01-2023,Frooti,1633,Sunny,Raksha Bandhan,2,5,0,Medium,5,Lucknow,1876
08-01-2023,Hajmola Tablets,2365,Sunny,Raksha Bandhan,2,20,10,Low,3,Zirakpur,2659
08-01-2023,Haldiram's Namkeen,2810,Sunny,Raksha Bandhan,2,20,15,Medium,5,Hyderabad,3123
08-01-2023,Chyawanprash,1038,Cloudy,Raksha Bandhan,2,10,5,Medium,5,Karimnagar,1238
15-01-2023,Basmati Rice,2683,Sunny,Baisakhi,2,20,5,Medium,4,Bangalore,3057
15-01-2023,Turmeric Powder,1504,Rainy,Baisakhi,2,0,10,Low,4,Jalandhar,1644
15-01-2023,Red Chilli Powder,2579,Sunny,Baisakhi,2,0,20,Medium,4,Amravati,2651
15-01-2023,Cumin Seeds,2699,Sunny,Baisakhi,2,20,20,High,3,Ludhiana,2945
15-01-2023,Coriander Powder,2166,Sunny,Baisakhi,2,5,0,Low,4,Visakhapatnam ,2374
15-01-2023,Garam Masala,1735,Sunny,Baisakhi,2,10,0,High,4,Amritsar,1850
15-01-2023,Toor Dal,2371,Cloudy,Baisakhi,2,15,15,Low,4,Indore,2609
15-01-2023,Chana Dal,1739,Cloudy,Baisakhi,2,15,5,Low,3,Indore,2055
15-01-2023,Urad Dal,1908,Sunny,Baisakhi,2,0,20,Low,3,Amravati,1853
15-01-2023,Moong Dal,2944,Sunny,Baisakhi,2,5,10,Low,5,Bangalore,3137
15-01-2023,Jaggery,2142,Windy,Baisakhi,2,5,10,Low,3,Kota,2174
15-01-2023,Ghee,1062,Cloudy,Baisakhi,2,0,10,Low,4,Amritsar,1097
15-01-2023,Paneer,1510,Sunny,Baisakhi,2,0,5,Low,5,Amravati,1613
15-01-2023,Coconut Oil,2668,Rainy,Baisakhi,2,15,0,Low,5,Rajahmundry,2919
15-01-2023,Mustard Oil,2481,Sunny,Baisakhi,2,20,20,Low,4,Bangalore,2663
15-01-2023,Aam Papad,1716,Sunny,Baisakhi,2,0,0,High,3,Amravati,1719
15-01-2023,Mango Pickle,1153,Sunny,Baisakhi,2,5,15,High,5,Amritsar,1289
15-01-2023,Papad,1235,Rainy,Baisakhi,2,5,15,Low,4,Bangalore,1342
15-01-2023,Idli Rice,1074,Windy,Baisakhi,2,20,20,Medium,4,Amravati,1352
15-01-2023,Sambar Powder,1097,Cloudy,Baisakhi,2,15,5,Medium,4,Hyderabad,1303
15-01-2023,Aloo Bhujia,2504,Rainy,Baisakhi,2,10,5,Low,4,Meerut,2657
15-01-2023,Kaju Katli,1183,Rainy,Baisakhi,2,0,20,Low,4,Kota,1227
15-01-2023,Besan,2797,Sunny,Baisakhi,2,15,15,Low,4,Kota,2924
15-01-2023,Aata (Wheat Flour),1110,Sunny,Baisakhi,2,10,10,High,5,Aurangabad,1310
15-01-2023,Mango Juice,2887,Rainy,Baisakhi,2,10,15,Low,5,Rajahmundry,3106
15-01-2023,Lemon Pickle,2028,Sunny,Baisakhi,2,5,10,High,3,Tirupati,2119
15-01-2023,Coconut Chutney,1523,Sunny,Baisakhi,2,20,0,Low,3,Kota,1812
15-01-2023,Rasgulla,2096,Cloudy,Baisakhi,2,0,5,Low,5,Lucknow,2096
15-01-2023,Gulab Jamun Mix,1803,Sunny,Baisakhi,2,10,20,Low,4,Meerut,1803
15-01-2023,Lassi,1638,Sunny,Baisakhi,2,10,20,High,5,Indore,1693
15-01-2023,Bhel Puri Mix,1525,Cloudy,Baisakhi,2,15,5,Low,4,Lucknow,1836
15-01-2023,Pav Bhaji Masala,2297,Rainy,Baisakhi,2,10,10,High,3,Vijayawada,2384
15-01-2023,Chole Masala,2976,Rainy,Baisakhi,2,0,20,Medium,5,Bangalore,2892
15-01-2023,Tamarind Paste,2548,Cloudy,Baisakhi,2,5,15,Low,3,Hyderabad,2547
15-01-2023,Ready-to-eat Curry Packs,1110,Cloudy,Baisakhi,2,10,0,Low,4,Bhopal,1320
15-01-2023,Parle-G Biscuits,1424,Rainy,Baisakhi,2,0,15,High,4,Aurangabad,1449
15-01-2023,Thums Up,1876,Windy,Baisakhi,2,5,5,High,5,Guntur,2098
15-01-2023,Frooti,2733,Sunny,Baisakhi,2,0,20,Medium,3,Zirakpur,2702
15-01-2023,Hajmola Tablets,1242,Windy,Baisakhi,2,10,0,High,5,Rajahmundry,1372
15-01-2023,Haldiram's Namkeen,1645,Sunny,Baisakhi,2,15,5,High,5,Indore,1887
15-01-2023,Chyawanprash,1714,Cloudy,Baisakhi,2,10,0,Medium,5,Amravati,1949
22-01-2023,Basmati Rice,2141,Sunny,Makar Sankranti,2,15,20,Medium,4,Vijayawada,2258
22-01-2023,Turmeric Powder,1000,Windy,Makar Sankranti,2,0,15,Low,5,Vijayawada,1014
22-01-2023,Red Chilli Powder,1258,Windy,Makar Sankranti,2,20,10,High,3,Lucknow,1568
22-01-2023,Cumin Seeds,1171,Cloudy,Makar Sankranti,2,5,20,High,4,Guntur,1250
22-01-2023,Coriander Powder,2636,Windy,Makar Sankranti,2,5,15,Low,5,Ludhiana,2683
22-01-2023,Garam Masala,2840,Sunny,Makar Sankranti,2,10,10,Medium,5,Amravati,2958
22-01-2023,Toor Dal,1587,Cloudy,Makar Sankranti,2,20,10,Low,4,Karimnagar,1771
22-01-2023,Chana Dal,2252,Windy,Makar Sankranti,2,15,20,High,3,Amritsar,2315
22-01-2023,Urad Dal,1077,Sunny,Makar Sankranti,2,20,20,High,5,Bangalore,1330
22-01-2023,Moong Dal,1295,Sunny,Makar Sankranti,2,20,5,Low,4,Bhopal,1541
22-01-2023,Jaggery,2046,Windy,Makar Sankranti,2,10,20,Medium,3,Hyderabad,2108
22-01-2023,Ghee,1502,Sunny,Makar Sankranti,2,0,0,Low,5,Meerut,1695
22-01-2023,Paneer,1578,Sunny,Makar Sankranti,2,10,10,Medium,4,Lucknow,1762
22-01-2023,Coconut Oil,2692,Windy,Makar Sankranti,2,5,15,High,5,Vijayawada,2699
22-01-2023,Mustard Oil,2464,Cloudy,Makar Sankranti,2,10,15,Low,4,Visakhapatnam ,2585
22-01-2023,Aam Papad,2545,Rainy,Makar Sankranti,2,0,15,Medium,4,Zirakpur,2474
22-01-2023,Mango Pickle,2180,Sunny,Makar Sankranti,2,20,15,Low,5,Kota,2440
22-01-2023,Papad,2434,Sunny,Makar Sankranti,2,15,15,Low,4,Zirakpur,2603
22-01-2023,Idli Rice,2306,Rainy,Makar Sankranti,2,15,15,Medium,5,Vijayawada,2449
22-01-2023,Sambar Powder,1395,Rainy,Makar Sankranti,2,5,5,Medium,5,Visakhapatnam ,1560
22-01-2023,Aloo Bhujia,2639,Cloudy,Makar Sankranti,2,5,0,Low,5,Indore,2748
22-01-2023,Kaju Katli,2863,Windy,Makar Sankranti,2,15,15,Low,3,Kurnool,3064
22-01-2023,Besan,1050,Sunny,Makar Sankranti,2,15,5,Low,4,Kota,1203
22-01-2023,Aata (Wheat Flour),1813,Windy,Makar Sankranti,2,0,10,High,3,Lucknow,1863
22-01-2023,Mango Juice,1566,Windy,Makar Sankranti,2,0,0,High,4,Lucknow,1680
22-01-2023,Lemon Pickle,1201,Rainy,Makar Sankranti,2,20,0,Low,3,Indore,1580
22-01-2023,Coconut Chutney,2829,Rainy,Makar Sankranti,2,15,0,Medium,5,Jalandhar,3108
22-01-2023,Rasgulla,1639,Cloudy,Makar Sankranti,2,10,5,High,3,Hyderabad,1884
22-01-2023,Gulab Jamun Mix,2524,Rainy,Makar Sankranti,2,10,0,High,4,Karimnagar,2711
22-01-2023,Lassi,1155,Sunny,Makar Sankranti,2,20,10,Medium,4,Amritsar,1418
22-01-2023,Bhel Puri Mix,1147,Rainy,Makar Sankranti,2,0,15,Low,3,Amravati,1189
22-01-2023,Pav Bhaji Masala,1434,Sunny,Makar Sankranti,2,0,20,Medium,5,Indore,1456
22-01-2023,Chole Masala,1285,Cloudy,Makar Sankranti,2,20,0,Low,3,Vijayawada,1628
22-01-2023,Tamarind Paste,2198,Rainy,Makar Sankranti,2,5,0,Medium,5,Indore,2441
22-01-2023,Ready-to-eat Curry Packs,1054,Cloudy,Makar Sankranti,2,10,15,Low,3,Amravati,1181
22-01-2023,Parle-G Biscuits,1161,Windy,Makar Sankranti,2,5,5,High,4,Bangalore,1309
22-01-2023,Thums Up,2031,Rainy,Makar Sankranti,2,15,5,High,3,Amritsar,2220
22-01-2023,Frooti,2262,Windy,Makar Sankranti,2,10,20,Medium,3,Bangalore,2328
22-01-2023,Hajmola Tablets,2311,Sunny,Makar Sankranti,2,15,5,High,4,Vijayawada,2555
22-01-2023,Haldiram's Namkeen,1468,Rainy,Makar Sankranti,2,15,15,Low,4,Lucknow,1684
22-01-2023,Chyawanprash,1146,Cloudy,Makar Sankranti,2,5,0,High,3,Rajahmundry,1307
29-01-2023,Basmati Rice,2920,Windy,Dussehra,3,20,15,Medium,4,Vijayawada,3141
29-01-2023,Turmeric Powder,1706,Windy,Dussehra,3,10,5,High,4,Zirakpur,1949
29-01-2023,Red Chilli Powder,1904,Windy,Dussehra,3,20,20,Medium,4,Karimnagar,2106
29-01-2023,Cumin Seeds,1713,Rainy,Dussehra,3,15,5,Medium,3,Karimnagar,2045
29-01-2023,Coriander Powder,1525,Rainy,Dussehra,3,0,5,High,3,Lucknow,1558
29-01-2023,Garam Masala,2781,Cloudy,Dussehra,3,20,0,High,3,Indore,3052
29-01-2023,Toor Dal,2132,Cloudy,Dussehra,3,15,5,Medium,3,Kurnool,2404
29-01-2023,Chana Dal,1933,Rainy,Dussehra,3,5,20,Medium,3,Zirakpur,1966
29-01-2023,Urad Dal,2897,Sunny,Dussehra,3,0,5,High,3,Amravati,3007
29-01-2023,Moong Dal,1820,Rainy,Dussehra,3,5,15,Low,3,Guntur,2043
29-01-2023,Jaggery,1633,Sunny,Dussehra,3,0,5,Low,4,Kota,1703
29-01-2023,Ghee,2315,Windy,Dussehra,3,10,0,High,3,Aurangabad,2579
29-01-2023,Paneer,1806,Windy,Dussehra,3,10,15,Low,5,Kurnool,1934
29-01-2023,Coconut Oil,2171,Rainy,Dussehra,3,20,0,Medium,5,Aurangabad,2501
29-01-2023,Mustard Oil,2524,Rainy,Dussehra,3,5,0,Medium,4,Ludhiana,2696
29-01-2023,Aam Papad,1938,Windy,Dussehra,3,0,0,Low,3,Jalandhar,2091
29-01-2023,Mango Pickle,1107,Sunny,Dussehra,3,10,10,Medium,3,Kota,1378
29-01-2023,Papad,2067,Cloudy,Dussehra,3,5,15,High,3,Vijayawada,2278
29-01-2023,Idli Rice,2520,Sunny,Dussehra,3,0,5,Low,5,Amravati,2591
29-01-2023,Sambar Powder,2508,Cloudy,Dussehra,3,10,20,Low,5,Karimnagar,2675
29-01-2023,Aloo Bhujia,2594,Cloudy,Dussehra,3,0,5,Low,5,Rajahmundry,2772
29-01-2023,Kaju Katli,2942,Sunny,Dussehra,3,5,5,High,3,Jalandhar,3042
29-01-2023,Besan,1826,Cloudy,Dussehra,3,20,0,High,4,Hyderabad,2157
29-01-2023,Aata (Wheat Flour),1614,Rainy,Dussehra,3,10,5,High,4,Visakhapatnam ,1755
29-01-2023,Mango Juice,1130,Rainy,Dussehra,3,10,15,Low,4,Lucknow,1241
29-01-2023,Lemon Pickle,2911,Windy,Dussehra,3,5,15,High,5,Kurnool,2939
29-01-2023,Coconut Chutney,2473,Cloudy,Dussehra,3,0,20,Medium,4,Ludhiana,2477
29-01-2023,Rasgulla,2164,Cloudy,Dussehra,3,5,10,High,3,Bangalore,2231
29-01-2023,Gulab Jamun Mix,1476,Rainy,Dussehra,3,15,20,Medium,3,Bangalore,1637
29-01-2023,Lassi,1920,Sunny,Dussehra,3,15,0,Medium,4,Karimnagar,2222
29-01-2023,Bhel Puri Mix,2165,Sunny,Dussehra,3,0,0,High,3,Visakhapatnam ,2334
29-01-2023,Pav Bhaji Masala,1948,Windy,Dussehra,3,5,20,Low,3,Tirupati,2020
29-01-2023,Chole Masala,2828,Sunny,Dussehra,3,0,15,High,4,Meerut,2863
29-01-2023,Tamarind Paste,1225,Rainy,Dussehra,3,15,10,Medium,3,Zirakpur,1527
29-01-2023,Ready-to-eat Curry Packs,2333,Windy,Dussehra,3,15,10,Low,5,Hyderabad,2599
29-01-2023,Parle-G Biscuits,1217,Sunny,Dussehra,3,5,10,Medium,3,Vijayawada,1435
29-01-2023,Thums Up,2070,Cloudy,Dussehra,3,10,20,Low,4,Amravati,2296
29-01-2023,Frooti,2914,Rainy,Dussehra,3,15,5,Low,3,Jalandhar,3251
29-01-2023,Hajmola Tablets,1780,Cloudy,Dussehra,3,0,10,High,4,Tirupati,1899
29-01-2023,Haldiram's Namkeen,2633,Sunny,Dussehra,3,0,15,Medium,3,Meerut,2618
29-01-2023,Chyawanprash,2218,Windy,Dussehra,3,10,10,Low,3,Jalandhar,2470
05-02-2023,Basmati Rice,2284,Windy,Republic Day,3,5,0,High,3,Aurangabad,2522
05-02-2023,Turmeric Powder,1913,Windy,Republic Day,3,15,10,Low,4,Aurangabad,2260
05-02-2023,Red Chilli Powder,1592,Windy,Republic Day,3,20,15,Low,3,Zirakpur,1880
05-02-2023,Cumin Seeds,2591,Sunny,Republic Day,3,20,10,Medium,5,Indore,2830
05-02-2023,Coriander Powder,2285,Windy,Republic Day,3,10,20,Low,3,Aurangabad,2481
05-02-2023,Garam Masala,1815,Windy,Republic Day,3,15,0,High,5,Rajahmundry,2183
05-02-2023,Toor Dal,1355,Rainy,Republic Day,3,20,0,Low,4,Ludhiana,1795
05-02-2023,Chana Dal,1760,Windy,Republic Day,3,20,10,Low,4,Guntur,1990
05-02-2023,Urad Dal,2950,Cloudy,Republic Day,3,10,20,Medium,5,Kota,3081
05-02-2023,Moong Dal,2247,Cloudy,Republic Day,3,20,20,High,4,Bhopal,2409
05-02-2023,Jaggery,1865,Rainy,Republic Day,3,0,0,Low,5,Lucknow,2102
05-02-2023,Ghee,2854,Rainy,Republic Day,3,10,5,Low,4,Ludhiana,3134
05-02-2023,Paneer,2347,Cloudy,Republic Day,3,20,20,Medium,4,Meerut,2688
05-02-2023,Coconut Oil,1021,Windy,Republic Day,3,0,5,Medium,3,Amravati,1165
05-02-2023,Mustard Oil,1947,Cloudy,Republic Day,3,20,15,High,5,Tirupati,2246
05-02-2023,Aam Papad,1878,Rainy,Republic Day,3,20,10,Low,4,Karimnagar,2156
05-02-2023,Mango Pickle,1737,Rainy,Republic Day,3,5,5,Medium,4,Vijayawada,1840
05-02-2023,Papad,2294,Sunny,Republic Day,3,10,20,Low,5,Bhopal,2462
05-02-2023,Idli Rice,2562,Windy,Republic Day,3,5,15,Medium,5,Kurnool,2781
05-02-2023,Sambar Powder,1302,Cloudy,Republic Day,3,15,15,Low,3,Amravati,1527
05-02-2023,Aloo Bhujia,2530,Cloudy,Republic Day,3,10,0,Low,5,Visakhapatnam ,2680
05-02-2023,Kaju Katli,1792,Rainy,Republic Day,3,5,20,High,3,Guntur,1815
05-02-2023,Besan,2680,Cloudy,Republic Day,3,15,10,Medium,3,Karimnagar,2922
05-02-2023,Aata (Wheat Flour),1348,Rainy,Republic Day,3,10,5,High,5,Indore,1664
05-02-2023,Mango Juice,1526,Sunny,Republic Day,3,15,5,High,4,Karimnagar,1853
05-02-2023,Lemon Pickle,2967,Rainy,Republic Day,3,0,15,Low,4,Lucknow,3129
05-02-2023,Coconut Chutney,1273,Windy,Republic Day,3,10,20,Low,3,Aurangabad,1386
05-02-2023,Rasgulla,1101,Cloudy,Republic Day,3,10,20,Low,3,Tirupati,1319
05-02-2023,Gulab Jamun Mix,2069,Rainy,Republic Day,3,10,0,Low,3,Indore,2378
05-02-2023,Lassi,1935,Windy,Republic Day,3,15,15,Low,4,Meerut,2219
05-02-2023,Bhel Puri Mix,2768,Windy,Republic Day,3,0,5,Low,3,Tirupati,2950
05-02-2023,Pav Bhaji Masala,1193,Sunny,Republic Day,3,15,5,Medium,5,Amritsar,1533
05-02-2023,Chole Masala,1105,Cloudy,Republic Day,3,5,5,High,4,Hyderabad,1298
05-02-2023,Tamarind Paste,2925,Sunny,Republic Day,3,10,20,High,5,Karimnagar,2983
05-02-2023,Ready-to-eat Curry Packs,2107,Sunny,Republic Day,3,0,5,Medium,4,Guntur,2193
05-02-2023,Parle-G Biscuits,1021,Rainy,Republic Day,3,10,15,Medium,4,Meerut,1249
05-02-2023,Thums Up,1970,Rainy,Republic Day,3,0,15,Medium,4,Bangalore,1956
05-02-2023,Frooti,2170,Sunny,Republic Day,3,0,20,High,4,Karimnagar,2174
05-02-2023,Hajmola Tablets,1694,Windy,Republic Day,3,20,20,High,3,Lucknow,1875
05-02-2023,Haldiram's Namkeen,1548,Windy,Republic Day,3,5,5,High,4,Vijayawada,1718
05-02-2023,Chyawanprash,1034,Rainy,Republic Day,3,10,15,Medium,5,Jalandhar,1297
12-02-2023,Basmati Rice,1158,Sunny,No event,0,15,0,Medium,3,Meerut,1393
12-02-2023,Turmeric Powder,2712,Sunny,No event,0,15,15,Medium,4,Visakhapatnam ,2865
12-02-2023,Red Chilli Powder,1334,Windy,No event,0,5,20,Medium,4,Jalandhar,1345
12-02-2023,Cumin Seeds,2269,Cloudy,No event,0,5,10,High,4,Bhopal,2293
12-02-2023,Coriander Powder,2760,Rainy,No event,0,20,5,Low,5,Karimnagar,2933
12-02-2023,Garam Masala,1001,Windy,No event,0,5,15,Medium,4,Indore,994
12-02-2023,Toor Dal,2851,Sunny,No event,0,20,0,Medium,4,Zirakpur,3075
12-02-2023,Chana Dal,1837,Cloudy,No event,0,0,15,Medium,5,Meerut,1806
12-02-2023,Urad Dal,2447,Rainy,No event,0,20,20,High,3,Aurangabad,2630
12-02-2023,Moong Dal,1269,Sunny,No event,0,10,5,High,4,Bhopal,1323
12-02-2023,Jaggery,2280,Sunny,No event,0,5,15,Medium,3,Kota,2287
12-02-2023,Ghee,1575,Windy,No event,0,10,15,Low,3,Visakhapatnam ,1617
12-02-2023,Paneer,2227,Windy,No event,0,0,10,Low,5,Visakhapatnam ,2241
12-02-2023,Coconut Oil,2925,Sunny,No event,0,15,15,High,5,Amravati,3007
12-02-2023,Mustard Oil,2043,Cloudy,No event,0,5,0,High,3,Visakhapatnam ,2018
12-02-2023,Aam Papad,1836,Rainy,No event,0,10,20,Low,5,Amritsar,1896
12-02-2023,Mango Pickle,2239,Rainy,No event,0,15,5,Low,4,Amravati,2306
12-02-2023,Papad,2246,Sunny,No event,0,5,20,Low,5,Aurangabad,2279
12-02-2023,Idli Rice,1383,Rainy,No event,0,5,15,Medium,5,Meerut,1383
12-02-2023,Sambar Powder,2364,Windy,No event,0,5,5,High,4,Ludhiana,2417
12-02-2023,Aloo Bhujia,2142,Sunny,No event,0,20,5,Low,5,Indore,2387
12-02-2023,Kaju Katli,2671,Cloudy,No event,0,5,5,Low,4,Kota,2642
12-02-2023,Besan,2987,Sunny,No event,0,15,10,Low,4,Indore,3019
12-02-2023,Aata (Wheat Flour),2981,Rainy,No event,0,20,20,Low,4,Amritsar,3174
12-02-2023,Mango Juice,1687,Windy,No event,0,0,0,Low,3,Tirupati,1599
12-02-2023,Lemon Pickle,2404,Sunny,No event,0,20,0,High,4,Jalandhar,2605
12-02-2023,Coconut Chutney,2000,Windy,No event,0,10,5,Medium,3,Lucknow,1997
12-02-2023,Rasgulla,1454,Sunny,No event,0,10,0,Medium,4,Vijayawada,1542
12-02-2023,Gulab Jamun Mix,1916,Sunny,No event,0,15,5,High,5,Meerut,2087
12-02-2023,Lassi,2290,Sunny,No event,0,0,10,Medium,4,Amritsar,2238
12-02-2023,Bhel Puri Mix,2026,Cloudy,No event,0,5,5,Medium,3,Indore,2035
